"","bd","soc","ph_cacl2","sand","clay","depth","structsize","structtype","surf_geology","province","hzn_desg"
"169814",1.8,0.1,6.099999905,45.2,26.5,100.5,"fine","angular blocky","alluvial sediments, thin","eastern broadleaf forest (continental) province","Bt"
"154516",1.4,0.6,6.699999809,51.1,9.5,10.5,"thin","platy","alluvial sediments, thick","intermountain semi-desert and desert province","A"
"13980",1.5,1.4,4.199999809,70.8,1.9,5.5,"fine","granular","alluvial sediments, thin","outer coastal plain mixed forest province","A"
"145296.1",1.2,0.7,4.199999809,39.3,10.1,31.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (oceanic) province","B"
"17408",1.2,0.6,4.199999809,5.2,66.9,39.5,"medium","angular blocky","residual materials developed in fine-grained sedimentary rocks","southeastern mixed forest province","B"
"174933",1.1,1.1,5.800000191,19.1,16.7,21.5,"medium","granular","residual materials developed in sedimentary rocks, discontinuous","southern rocky mountain steppe-open woodland-coniferous forest-alpine meadow province","B"
"6334",1.6,0.1,6.300000191,43.9,29.4,105,"coarse","subangular blocky","coastal zone sediments, mostly medium-grained","southeastern mixed forest province","Bt"
"144455",1.3,2.7,6.199999809,3,21.5,9,"medium","granular","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Ap"
"24665",1.3,0.3,7.5,80.8,12.7,1.5,"fine","granular","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Ap"
"16702",1.4,0.4,3.700000048,35.5,45.8,197,"fine","subangular blocky","residual materials developed in fine-grained sedimentary rocks","southeastern mixed forest province","C"
"166406",1.3,1.7,6.400000095,8,41.9,10,"medium","subangular blocky","colluvial and alluvial sediments","eastern broadleaf forest (continental) province","Ap"
"99161",1.4,0.9,7.599999905,23.8,38.4,17,"medium","subangular blocky","alluvial sediments, thin","great plains-palouse dry steppe province","Bt"
"201474",1.1,4,7.5,42.5,28.2,7,"fine","subangular blocky","alluvial sediments, thin","middle rocky mountain steppe-coniferous forest-alpine meadow province","A"
"143320",1.5,1,6.199999809,25.4,29.5,42,"fine","subangular blocky","glacial till sediments, mostly silty, thin","prairie parkland (temperate) province","Bt"
"36089",1.2,2.1,4,56.5,10.8,10.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","A"
"14987",1.3,0.7,8,29.6,40.8,38,"medium and coarse","subangular blocky","alluvial sediments, thick","chihuahuan semi-desert province","A"
"179725",1.3,0.5,4.300000191,9.9,86.2,143.5,"coarse","angular blocky","colluvial and alluvial sediments","eastern broadleaf forest (continental) province","Bt"
"170920",1.3,0.7,6.599999905,40.8,22,45.5,"medium","subangular blocky","colluvial sediments, discontinuous","great plains steppe province","Bt"
"96911",1.4,0.2,4.5,2.5,63.5,119.5,"very fine and fine","angular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","Bt"
"57671",1.3,0.5,9,36.9,2.9,45.5,"medium","platy","alluvial sediments, thick","intermountain semi-desert and desert province","Bt"
"193676",1.6,0.4,5.300000191,58.2,19.8,42.5,"medium","subangular blocky","glacial till sediments, mostly silty, thick","laurentian mixed forest province","AB"
"134901",1.8,0.1,6.099999905,46.1,27.8,72.5,"medium","subangular blocky","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"24641",1.5,0.4,7.699999809,51.7,27.2,102.5,"fine and medium","subangular blocky","eolian sediments on southern high plains","southwest plateau and plains dry steppe and shrub province","Bt"
"28751",1.3,1.2,8,26.1,56.1,21.5,"medium","subangular blocky","eolian sediments, mostly dune sand, thin","southwest plateau and plains dry steppe and shrub province","B"
"100261",1.4,0.3,4.5,65.7,9.2,127,"fine","subangular blocky","colluvial sediments and residual material","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"44094",1.6,0.4,4.699999809,32,36.9,109.5,"medium","subangular blocky","residual materials developed in igneous and metamorphic rocks","southeastern mixed forest province","Bt"
"205504",1.4,1.2,7.800000191,5.8,52,16.5,"fine","angular blocky","residual materials developed in fine-grained sedimentary rocks","middle rocky mountain steppe-coniferous forest-alpine meadow province","B"
"162601",1.4,0.7,5.800000191,4.5,34.1,52,"fine","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Bt"
"183153",1.7,1,5.599999905,60.5,5.6,26.5,"fine and medium","subangular blocky","glacial till sediments, mostly sandy, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","B"
"196596",1.5,1.5,5,48.9,11.6,19.5,"fine","platy","glacial till sediments, mostly silty, thin","laurentian mixed forest province","Ap"
"6430",1.4,2.2,4.5,59.4,8,18,"fine","subangular blocky","coastal zone sediments, mostly fine-grained","southeastern mixed forest province","A"
"22424",1.2,0.8,8.100000381,23.3,17.6,21.5,"fine and medium","subangular blocky","alluvial sediments, thick","american semi-desert and desert province","B"
"133025",1.5,0.5,5.199999809,34.6,26,55,"medium","subangular blocky","glacial till sediments, mostly silty, thick","eastern broadleaf forest (continental) province","Bt"
"993",1.3,0.3,7.800000191,29.1,44.5,137.5,"fine","angular blocky","residual materials developed in sedimentary rocks, discontinuous","southwest plateau and plains dry steppe and shrub province","Bt"
"149046",1.3,0.7,5.5,34.5,16.8,28.5,"medium","subangular blocky","glacial till sediments, mostly silty, thin","eastern broadleaf forest (oceanic) province","B"
"163952",1.5,1.8,6.300000191,5.7,28.8,10,"fine and medium","subangular blocky","glacial till sediments, mostly silty, thick","prairie parkland (temperate) province","Ap"
"81332",1.5,2,7.800000191,26.7,30.1,40.5,"fine and medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","Bt"
"30238",1.6,0.6,7.699999809,71.9,17.1,14,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","colorado plateau semi-desert province","Bt"
"196316",1.5,0.5,8,66.3,11.9,46,"coarse","prismatic","alluvial sediments, thin","middle rocky mountain steppe-coniferous forest-alpine meadow province","Bk"
"186272",0.9,1.7,6,24.2,16.7,14,"very fine and fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","middle rocky mountain steppe-coniferous forest-alpine meadow province","B"
"206288",1.5,0.5,5.900000095,28.5,20.9,91.5,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","cascade mixed forest-coniferous forest-alpine meadow province","E"
"191788",1.2,0.3,4.5,5.7,47.3,132,"coarse","subangular blocky","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","Bt"
"121",1.4,0.8,8.100000381,18.3,55,56,"coarse","prismatic","coastal zone sediments, mostly fine-grained","southwest plateau and plains dry steppe and shrub province","Bk"
"44841",1.3,0.4,7.599999905,14.5,38,66,"fine","subangular blocky","eolian sediments on southern high plains","great plains-palouse dry steppe province","Bt"
"105033",1.3,0.7,7.699999809,12,31.8,60,"medium","subangular blocky","eolian sediments, mostly loess, thin","great plains-palouse dry steppe province","B"
"145599",1.1,0.3,8.199999809,49.9,21.6,88,"coarse","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bk"
"75421",1.2,0.8,7.599999905,3.3,54.2,101.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","Bt"
"194577",1.5,0.7,8.699999809,34.1,23.8,62.5,"medium and coarse","subangular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bk"
"191903",0.9,6.4,5.5,15.2,27.4,6,"very fine","granular","residual materials developed in sedimentary rocks, discontinuous","cascade mixed forest-coniferous forest-alpine meadow province","A"
"41876",1.7,0.2,4.5,36.5,23.1,145,"fine","subangular blocky","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","Bt"
"136870",1.4,0.5,6.099999905,7.7,42.1,68.5,"medium and coarse","angular blocky","glacial till sediments, mostly clayey, thick","eastern broadleaf forest (continental) province","Bt"
"191998",1.9,0.3,4.900000095,66.7,10.1,155,"medium","angular blocky","glacial till sediments, mostly silty, thin","laurentian mixed forest province","Bt"
"101308",1.7,0.2,3.900000095,4.1,30.8,75,"thick","platy","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","C"
"104663",0.8,6,7.699999809,5.8,35.1,2,"fine","granular","alluvial sediments, thick","intermountain semi-desert and desert province","A"
"21387",1.5,0.5,4.400000095,63,22.5,49.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","southeastern mixed forest province","BA"
"149896",1.3,1.5,5.900000095,27.6,21.3,20,"fine and medium","granular","glacial till sediments, mostly silty, thin","eastern broadleaf forest (oceanic) province","AB"
"59326",1.5,1.3,4.800000191,54.8,17.3,24,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","california coastal chapparral forest and shrub province","A"
"34745",1.7,0.3,4,56.1,30.7,94,"medium","subangular blocky","alluvial sediments, thin","southeastern mixed forest province","Bt"
"4728",1.3,0.7,7.599999905,5.1,66.2,110,"medium and coarse","subangular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","Bt"
"36602",1.4,0.3,8.100000381,13.1,56.3,129.5,"fine","angular blocky","residual materials developed in sedimentary rocks, discontinuous","colorado plateau semi-desert province","Bt"
"125322",1.5,0.7,5.099999905,26.3,16.9,43,"fine","subangular blocky","residual materials developed in igneous and metamorphic rocks","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"80290",1.4,0.7,6.199999809,9.4,36.7,32,"very fine","subangular blocky","residual materials developed in carbonate rocks, discontinuous","eastern broadleaf forest (continental) province","Bt"
"20633",1.7,0.3,4.300000191,75.8,17.4,167.5,"medium","subangular blocky","alluvial sediments, thin","prairie parkland (subtropical) province","B"
"183349",1.3,3.6,6.199999809,22.8,26.2,4,"fine","platy","residual materials developed in igneous and metamorphic rocks","intermountain semi-desert province","A"
"192180",1.5,0.9,7.599999905,58.1,21.1,30,"fine and medium","blocky","residual materials developed in sedimentary rocks, discontinuous","great plains-palouse dry steppe province","Bt"
"183201",1.2,0.4,6.099999905,52.1,13.1,99,"fine","subangular blocky","proglacial sediments, mostly coarse-grained, thin","pacific lowland mixed forest province","B"
"186278",1.5,0.8,6,30.3,27.8,43,"fine and medium","angular blocky","residual materials developed in fine-grained sedimentary rocks","great plains-palouse dry steppe province","Bt"
"165368",1.3,1.3,7.599999905,12.5,25.4,9,"fine","granular","residual materials developed in sedimentary rocks, discontinuous","intermountain semi-desert province","Ap"
"52479",1.3,0.7,7.800000191,61.4,8.8,21.5,"medium","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","california coastal range open woodland-shrub-coniferous forest-meadow province","B"
"133456",1.7,1.4,4.900000095,32.1,21.9,5,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","sierran steppe-mixed forest-coniferous forest-alpine meadow province","A"
"68758",1.3,1.7,5.300000191,6.2,48.3,29,"fine","subangular blocky","residual materials developed in sedimentary rocks, discontinuous","prairie parkland (temperate) province","BA"
"209982",1,1.1,5.900000095,63.9,1,8.5,"fine","granular","residual materials developed in igneous and metamorphic rocks","cascade mixed forest-coniferous forest-alpine meadow province","E"
"89099",1.7,0.2,3.900000095,24.5,25.7,83,"medium","subangular blocky","colluvial sediments, discontinuous","central appalachian broadleaf forest-coniferous forest-meadow province","Bt"
"13606",1.7,0.4,6.099999905,60.4,21.7,105.5,"medium","subangular blocky","residual materials developed in fine-grained sedimentary rocks","prairie parkland (subtropical) province","Bt"
"47537",1.5,1.2,5.5,10.9,29.7,26.5,"fine","granular","residual materials developed in sedimentary rocks, discontinuous","great plains steppe province","BA"
"147302",1.3,0.6,7.199999809,14.2,23.6,48.5,"fine","subangular blocky","eolian sediments, mostly loess, thick","great plains steppe province","B"
"142951",1.5,0.3,5.300000191,59.4,5.3,106.5,"medium and coarse","subangular blocky","residual materials developed in bedrock, discontinuous","eastern broadleaf forest (oceanic) province","C"
"184859",1.1,2.4,4,46.9,3.9,8.5,"medium","subangular blocky","glaciofluvial ice-contact sediments, mostly sand and gravel, thin","adirondack-new england mixed forest-coniferous forest-alpine meadow province","Bhs"
"86501",1.3,0.4,8.399999619,41.7,22.8,103,"coarse","prismatic","alluvial sediments, thick","intermountain semi-desert and desert province","Bk"
"101558",1.4,0.4,3.900000095,0.8,56.9,26,"fine","subangular blocky","colluvial sediments, discontinuous","eastern broadleaf forest (continental) province","Bt"
